Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Balaclava,7/72 Grosvenor St,2,u,410000.0,PI,hockingstuart,3/12/2016,6.6,3183.0,2.0,1.0,2.0,0.0,61.0,1965.0,Port Phillip,-37.8731,144.9958,Southern Metropolitan,2952.0
Balaclava,1/34 Gourlay St,2,t,1015000.0,S,Gary,7/11/2016,6.6,3183.0,2.0,1.0,2.0,114.0,120.0,2000.0,Port Phillip,-37.8723,144.9961,Southern Metropolitan,2952.0
Balaclava,4/9 Gourlay St,2,u,502500.0,S,Buxton,15/10/2016,6.6,3183.0,2.0,1.0,1.0,0.0,65.0,1960.0,Port Phillip,-37.8725,144.9952,Southern Metropolitan,2952.0
Balaclava,1/22 Sycamore Gr,2,u,520000.0,S,Gary,15/10/2016,6.6,3183.0,2.0,1.0,0.0,0.0,58.0,1970.0,Port Phillip,-37.8742,144.9972,Southern Metropolitan,2952.0
Balaclava,6/23 Gourlay St,2,u,442000.0,SP,Buxton,17/09/2016,6.6,3183.0,2.0,1.0,1.0,0.0,61.0,1960.0,Port Phillip,-37.8726,144.9962,Southern Metropolitan,2952.0
Balaclava,3/20 Orange Gr,2,u,416000.0,S,Chisholm,18/06/2016,6.6,3183.0,2.0,1.0,1.0,0.0,49.0,1960.0,Port Phillip,-37.8678,144.9966,Southern Metropolitan,2952.0
Balaclava,2/360 Carlisle St,2,u,820000.0,S,Gary,19/11/2016,6.6,3183.0,2.0,1.0,1.0,0.0,,,Port Phillip,-37.8691,144.9974,Southern Metropolitan,2952.0
Balaclava,2/19 Camden St,2,u,474000.0,S,hockingstuart,22/05/2016,6.6,3183.0,2.0,1.0,1.0,0.0,59.0,1970.0,Port Phillip,-37.8667,144.9917,Southern Metropolitan,2952.0
Balaclava,1/17 Albion St,2,h,981000.0,S,Buxton,25/02/2017,6.6,3183.0,2.0,1.0,0.0,159.0,84.0,1930.0,Port Phillip,-37.874,144.9933,Southern Metropolitan,2952.0
Balaclava,3/33 Gourlay St,2,u,540000.0,VB,McGrath,27/06/2016,6.6,3183.0,2.0,1.0,1.0,483.0,51.0,1970.0,Port Phillip,-37.8727,144.9969,Southern Metropolitan,2952.0
Balaclava,5/11 Albion St,2,u,497500.0,PI,hockingstuart,28/08/2016,6.6,3183.0,2.0,0.0,0.0,0.0,,,Port Phillip,-37.8739,144.9929,Southern Metropolitan,2952.0
Balwyn,166 Gordon St,2,h,2100000.0,S,Marshall,3/09/2016,9.7,3103.0,2.0,1.0,1.0,659.0,123.0,1920.0,Boroondara,-37.8094,145.0807,Southern Metropolitan,5682.0
Balwyn,2/16 Westminster St,2,t,1255000.0,S,Noel,3/09/2016,9.7,3103.0,2.0,1.0,1.0,208.0,129.0,2000.0,Boroondara,-37.8128,145.0975,Southern Metropolitan,5682.0
Balwyn,5/14 Parring Rd,2,u,806000.0,S,Noel,3/12/2016,9.7,3103.0,2.0,1.0,1.0,122.0,97.0,1977.0,Boroondara,-37.8124,145.0916,Southern Metropolitan,5682.0
Balwyn,3/10 Westminster St,2,h,1215000.0,S,Jellis,3/12/2016,9.7,3103.0,2.0,2.0,2.0,0.0,,,Boroondara,-37.8134,145.0972,Southern Metropolitan,5682.0
Balwyn,3/30 Cremorne St,2,u,812000.0,S,Jellis,4/03/2017,9.7,3103.0,2.0,1.0,1.0,206.0,,,Boroondara,-37.8092,145.0778,Southern Metropolitan,5682.0
Balwyn,4/30 Weir St,2,u,605000.0,S,Marshall,4/06/2016,9.7,3103.0,2.0,1.0,1.0,0.0,,,Boroondara,-37.8152,145.0843,Southern Metropolitan,5682.0
Balwyn,142 Balwyn Rd,2,h,1850000.0,VB,Fletchers,6/08/2016,9.7,3103.0,3.0,1.0,1.0,1015.0,166.0,1930.0,Boroondara,-37.8074,145.0826,Southern Metropolitan,5682.0
Balwyn,9/11 Parring Rd,2,u,805000.0,S,Noel,6/08/2016,9.7,3103.0,3.0,1.0,1.0,209.0,,1975.0,Boroondara,-37.8125,145.0901,Southern Metropolitan,5682.0
Balwyn,3/18 Weir St,2,h,500000.0,S,Marshall,7/05/2016,9.7,3103.0,2.0,1.0,1.0,0.0,72.0,1960.0,Boroondara,-37.8162,145.0841,Southern Metropolitan,5682.0
Balwyn,101/201 Whitehorse Rd,2,u,635000.0,S,Fletchers,8/10/2016,9.7,3103.0,2.0,1.0,1.0,0.0,70.0,2014.0,Boroondara,-37.8116,145.0724,Southern Metropolitan,5682.0
Balwyn,1/252 Union Rd,2,u,526000.0,S,hockingstuart,10/09/2016,9.7,3103.0,2.0,1.0,1.0,0.0,73.0,1960.0,Boroondara,-37.8144,145.0993,Southern Metropolitan,5682.0
Balwyn,11/22 Brenbeal St,2,t,760000.0,S,Christopher,10/12/2016,9.7,3103.0,2.0,1.0,1.0,121.0,100.0,1960.0,Boroondara,-37.8112,145.0881,Southern Metropolitan,5682.0
Balwyn,6/10 Brenbeal St,2,u,625000.0,PI,Jellis,13/08/2016,9.7,3103.0,2.0,1.0,1.0,115.0,104.0,1960.0,Boroondara,-37.8122,145.0879,Southern Metropolitan,5682.0
Balwyn,4/4 Raynes St,2,t,700000.0,VB,Noel,13/08/2016,9.7,3103.0,2.0,1.0,1.0,104.0,,,Boroondara,-37.8061,145.0878,Southern Metropolitan,5682.0
Balwyn,6/29 Weir St,2,u,460000.0,VB,Jellis,16/04/2016,9.7,3103.0,2.0,1.0,1.0,0.0,79.0,1950.0,Boroondara,-37.8152,145.0839,Southern Metropolitan,5682.0
Balwyn,3/94 Balwyn Rd,2,u,1053000.0,S,Fletchers,16/07/2016,9.7,3103.0,2.0,1.0,2.0,231.0,98.0,1985.0,Boroondara,-37.8123,145.0821,Southern Metropolitan,5682.0
Balwyn,5/95 Balwyn Rd,2,u,754000.0,PI,Marshall,18/03/2017,9.7,3103.0,2.0,1.0,1.0,87.0,88.0,1990.0,Boroondara,-37.8134,145.08100000000005,Southern Metropolitan,5682.0
Balwyn,2/30 Kalimna St,2,u,755000.0,PI,Noel,19/11/2016,9.7,3103.0,2.0,1.0,1.0,213.0,92.0,1980.0,Boroondara,-37.8092,145.0789,Southern Metropolitan,5682.0
Balwyn,4/35 Weir St,2,u,650000.0,S,Jellis,24/09/2016,9.7,3103.0,2.0,1.0,1.0,0.0,150.0,1960.0,Boroondara,-37.8147,145.084,Southern Metropolitan,5682.0
Balwyn,3/12 Brenbeal St,2,u,730000.0,S,hockingstuart,28/08/2016,9.7,3103.0,2.0,1.0,1.0,130.0,80.0,1960.0,Boroondara,-37.812,145.0876,Southern Metropolitan,5682.0
Balwyn,5 Shrimpton Ct,2,h,1010000.0,PI,Marshall,30/07/2016,9.7,3103.0,2.0,0.0,0.0,1611.0,,,Boroondara,-37.8092,145.1016,Southern Metropolitan,5682.0
Balwyn North,32 Jaserfold St,2,h,1080000.0,S,Jellis,3/09/2016,9.2,3104.0,2.0,1.0,1.0,253.0,,,Boroondara,-37.7912,145.085,Southern Metropolitan,7809.0
Balwyn North,53 Sweyn St,2,h,1400000.0,S,Noel,10/12/2016,9.2,3104.0,2.0,1.0,1.0,694.0,,,Boroondara,-37.7941,145.1042,Southern Metropolitan,7809.0
Balwyn North,2/11 Winfield Rd,2,t,860000.0,S,hockingstuart,10/12/2016,9.2,3104.0,2.0,2.0,2.0,204.0,,,Boroondara,-37.8008,145.10399999999996,Southern Metropolitan,7809.0
Balwyn North,23 Maud St,2,h,1350000.0,SP,Nelson,18/03/2017,9.2,3104.0,2.0,1.0,2.0,467.0,,,Boroondara,-37.7945,145.067,Southern Metropolitan,7809.0
Balwyn North,3 Capella St,2,h,1389000.0,S,Jellis,22/05/2016,9.2,3104.0,2.0,1.0,4.0,701.0,,,Boroondara,-37.7867,145.0718,Southern Metropolitan,7809.0
Balwyn North,3/1 Corhampton Rd,2,h,685000.0,SP,Jellis,22/05/2016,9.2,3104.0,2.0,1.0,1.0,177.0,85.0,1975.0,Boroondara,-37.7935,145.0679,Southern Metropolitan,7809.0
Balwyn North,3/52 Maud St,2,u,735000.0,S,Christopher,23/04/2016,9.2,3104.0,2.0,1.0,1.0,1075.0,,1970.0,Boroondara,-37.7953,145.0712,Southern Metropolitan,7809.0
Balwyn North,3/48 Alpha St,2,u,1040000.0,S,Fletchers,24/09/2016,9.2,3104.0,2.0,1.0,1.0,250.0,112.0,1995.0,Boroondara,-37.7996,145.0959,Southern Metropolitan,7809.0
Balwyn North,5/133 Maud St,2,u,560000.0,S,hockingstuart,27/11/2016,9.2,3104.0,2.0,1.0,1.0,0.0,,1950.0,Boroondara,-37.7961,145.0808,Southern Metropolitan,7809.0
Balwyn North,2/3 Hatfield St,2,u,691500.0,S,Fletchers,30/07/2016,9.2,3104.0,3.0,1.0,1.0,0.0,102.0,1968.0,Boroondara,-37.7938,145.0666,Southern Metropolitan,7809.0
Bentleigh,5/205 Centre Rd,2,u,636000.0,S,hockingstuart,3/09/2016,13.0,3204.0,2.0,1.0,2.0,202.0,,1974.0,Glen Eira,-37.9165,145.0259,Southern Metropolitan,6795.0
Bentleigh,22 Hobart St,2,h,1275000.0,S,Woodards,3/09/2016,13.0,3204.0,2.0,1.0,2.0,599.0,,,Glen Eira,-37.925,145.046,Southern Metropolitan,6795.0
Bentleigh,32 Leckie St,2,h,1550000.0,S,Woodards,3/12/2016,13.0,3204.0,2.0,1.0,4.0,730.0,,,Glen Eira,-37.9207,145.0479,Southern Metropolitan,6795.0
Bentleigh,3/2 Scotts St,2,t,851000.0,S,hockingstuart,3/12/2016,13.0,3204.0,2.0,1.0,1.0,140.0,250.0,1970.0,Glen Eira,-37.9204,145.0443,Southern Metropolitan,6795.0
Bentleigh,8/11 Brentwood St,2,u,360000.0,PI,Buxton,6/08/2016,13.0,3204.0,2.0,1.0,1.0,0.0,69.0,1965.0,Glen Eira,-37.9332,145.045,Southern Metropolitan,6795.0
Bentleigh,1/19 Patterson Rd,2,h,855000.0,S,Buxton,7/11/2016,13.0,3204.0,2.0,1.0,1.0,298.0,,,Glen Eira,-37.9247,145.0287,Southern Metropolitan,6795.0
Bentleigh,1/30 Daley St,2,h,855000.0,SP,Marshall,10/12/2016,13.0,3204.0,2.0,1.0,1.0,296.0,103.0,1940.0,Glen Eira,-37.9243,145.0376,Southern Metropolitan,6795.0
Bentleigh,13/27 Patterson Rd,2,u,650000.0,SP,hockingstuart,10/12/2016,13.0,3204.0,2.0,1.0,1.0,116.0,92.0,1960.0,Glen Eira,-37.9245,145.0336,Southern Metropolitan,6795.0
Bentleigh,10/21 Bent St,2,u,420000.0,PI,Buxton,12/11/2016,13.0,3204.0,2.0,1.0,0.0,1045.0,,,Glen Eira,-37.9158,145.0379,Southern Metropolitan,6795.0
Bentleigh,2/7 Gordon St,2,u,855000.0,S,hockingstuart,12/11/2016,13.0,3204.0,2.0,2.0,3.0,226.0,475.0,2005.0,Glen Eira,-37.9274,145.031,Southern Metropolitan,6795.0
Bentleigh,2/15 Jasper Rd,2,u,725000.0,S,hockingstuart,13/08/2016,13.0,3204.0,2.0,1.0,1.0,227.0,100.0,1990.0,Glen Eira,-37.9326,145.0387,Southern Metropolitan,6795.0
Bentleigh,1/96 Tucker Rd,2,u,797500.0,S,Ray,17/09/2016,13.0,3204.0,2.0,1.0,2.0,321.0,,,Glen Eira,-37.9257,145.0501,Southern Metropolitan,6795.0
Bentleigh,3/18 Bleazby St,2,u,725000.0,S,hockingstuart,18/03/2017,13.0,3204.0,2.0,1.0,1.0,677.0,88.0,2012.0,Glen Eira,-37.9173,145.0359,Southern Metropolitan,6795.0
Bentleigh,1/7 Uonga Rd,2,u,820000.0,S,hockingstuart,19/11/2016,13.0,3204.0,2.0,1.0,3.0,336.0,109.0,1960.0,Glen Eira,-37.929,145.0375,Southern Metropolitan,6795.0
Bentleigh,13 Horsley St,2,h,910000.0,S,Buxton,22/08/2016,13.0,3204.0,2.0,1.0,2.0,274.0,96.0,1970.0,Glen Eira,-37.9178,145.0413,Southern Metropolitan,6795.0
Bentleigh,11/27 Patterson Rd,2,u,635000.0,S,hockingstuart,24/09/2016,13.0,3204.0,2.0,1.0,2.0,118.0,,,Glen Eira,-37.9245,145.0336,Southern Metropolitan,6795.0
Bentleigh,1a Werona St,2,t,670000.0,PI,Buxton,26/07/2016,13.0,3204.0,2.0,2.0,1.0,123.0,90.0,2007.0,Glen Eira,-37.9307,145.0379,Southern Metropolitan,6795.0
Bentleigh,40 Coates St,2,t,680000.0,PI,Bayside,27/11/2016,13.0,3204.0,2.0,1.0,1.0,83.0,107.0,1998.0,Glen Eira,-37.9259,145.0341,Southern Metropolitan,6795.0
Bentleigh,5/9 Whitmuir Rd,2,u,503000.0,S,Buxton,28/08/2016,13.0,3204.0,2.0,1.0,1.0,0.0,,1960.0,Glen Eira,-37.9159,145.0285,Southern Metropolitan,6795.0
Bentleigh,2/1 Marion St,2,u,760000.0,S,Buxton,30/07/2016,13.0,3204.0,2.0,1.0,1.0,192.0,,,Glen Eira,-37.9193,145.0484,Southern Metropolitan,6795.0
Bentleigh,6/25 Vickery St,2,u,405000.0,S,Gary,30/07/2016,13.0,3204.0,2.0,1.0,1.0,0.0,,1968.0,Glen Eira,-37.9159,145.039,Southern Metropolitan,6795.0
Bentleigh East,18 Mervin St,2,h,1410000.0,S,hockingstuart,3/09/2016,13.9,3165.0,2.0,1.0,2.0,768.0,,,Glen Eira,-37.9305,145.0547,Southern Metropolitan,10969.0
Bentleigh East,30 Veronica St,2,h,825000.0,S,Buxton,3/09/2016,13.9,3165.0,2.0,2.0,1.0,176.0,125.0,2008.0,Glen Eira,-37.9237,145.0763,Southern Metropolitan,10969.0
Bentleigh East,2a Bessie St,2,u,746000.0,S,hockingstuart,3/12/2016,13.9,3165.0,2.0,1.0,2.0,281.0,95.0,2002.0,Glen Eira,-37.9255,145.0796,Southern Metropolitan,10969.0
Bentleigh East,2/25 Birdwood St,2,u,495000.0,S,Woodards,4/06/2016,13.9,3165.0,2.0,1.0,1.0,76.0,79.0,1980.0,Glen Eira,-37.91,145.0842,Southern Metropolitan,10969.0
Bentleigh East,8a Bray Ct,2,u,570000.0,S,hockingstuart,4/06/2016,13.9,3165.0,2.0,1.0,1.0,145.0,,,Glen Eira,-37.9193,145.0659,Southern Metropolitan,10969.0
Bentleigh East,9/7 Derry St,2,u,380000.0,PI,Buxton,7/05/2016,13.9,3165.0,3.0,2.0,1.0,0.0,78.0,1970.0,Glen Eira,-37.9212,145.0674,Southern Metropolitan,10969.0
Bentleigh East,3/32 Elizabeth St,2,h,689000.0,S,hockingstuart,7/05/2016,13.9,3165.0,2.0,1.0,1.0,169.0,87.0,,Glen Eira,-37.9232,145.0537,Southern Metropolitan,10969.0
Bentleigh East,1/6 Richard St,2,u,651000.0,S,Gary,7/05/2016,13.9,3165.0,2.0,1.0,1.0,265.0,150.0,1960.0,Glen Eira,-37.9223,145.0747,Southern Metropolitan,10969.0
Bentleigh East,2/12 Blenheim St,2,u,495000.0,SP,Woodards,8/10/2016,13.9,3165.0,2.0,1.0,1.0,96.0,,,Glen Eira,-37.9102,145.0709,Southern Metropolitan,10969.0
Bentleigh East,2/3 Wonga Ct,2,t,486500.0,S,hockingstuart,8/10/2016,13.9,3165.0,2.0,1.0,1.0,0.0,75.0,1960.0,Glen Eira,-37.9082,145.0681,Southern Metropolitan,10969.0
Bentleigh East,26 Boronia St,2,h,1010000.0,S,hockingstuart,10/09/2016,13.9,3165.0,3.0,1.0,1.0,597.0,,,Glen Eira,-37.9126,145.0776,Southern Metropolitan,10969.0
Bentleigh East,4/738 Centre Rd,2,u,716000.0,S,Buxton,10/12/2016,13.9,3165.0,2.0,1.0,2.0,212.0,,,Glen Eira,-37.9218,145.0607,Southern Metropolitan,10969.0
Bentleigh East,1/112 Tambet St,2,h,742500.0,S,Woodards,12/11/2016,13.9,3165.0,2.0,1.0,1.0,300.0,135.0,1960.0,Glen Eira,-37.9099,145.0726,Southern Metropolitan,10969.0
Bentleigh East,12 Tambet St,2,h,702000.0,PI,Buxton,13/08/2016,13.9,3165.0,2.0,1.0,1.0,591.0,102.0,1960.0,Glen Eira,-37.9179,145.071,Southern Metropolitan,10969.0
Bentleigh East,1/93 Tambet St,2,h,813000.0,S,Buxton,13/08/2016,13.9,3165.0,2.0,1.0,1.0,306.0,,,Glen Eira,-37.9111,145.072,Southern Metropolitan,10969.0
Bentleigh East,21 Highview Rd,2,h,722000.0,S,Buxton,16/04/2016,13.9,3165.0,2.0,2.0,1.0,201.0,79.0,2005.0,Glen Eira,-37.9293,145.0657,Southern Metropolitan,10969.0
Bentleigh East,53 Molden St,2,u,761000.0,S,Ray,16/07/2016,13.9,3165.0,2.0,1.0,2.0,282.0,,,Glen Eira,-37.9073,145.0599,Southern Metropolitan,10969.0
Bentleigh East,42 Marlborough St,2,u,835000.0,S,Woodards,17/09/2016,13.9,3165.0,2.0,2.0,1.0,362.0,,,Glen Eira,-37.9149,145.0676,Southern Metropolitan,10969.0
Bentleigh East,2/119 Marlborough St,2,u,655000.0,S,hockingstuart,18/06/2016,13.9,3165.0,2.0,1.0,1.0,154.0,80.0,2000.0,Glen Eira,-37.9079,145.0685,Southern Metropolitan,10969.0
Bentleigh East,18 Paloma St,2,h,1120000.0,S,hockingstuart,18/06/2016,13.9,3165.0,3.0,1.0,2.0,678.0,,,Glen Eira,-37.9146,145.0767,Southern Metropolitan,10969.0
Bentleigh East,2/10 Matthews Rd,2,u,485000.0,SP,Buxton,22/05/2016,13.9,3165.0,2.0,2.0,2.0,0.0,83.0,2011.0,Glen Eira,-37.9292,145.0708,Southern Metropolitan,10969.0
Bentleigh East,6/1126 North Rd,2,u,340000.0,VB,Gary,22/08/2016,13.9,3165.0,2.0,1.0,1.0,0.0,,2012.0,Glen Eira,-37.9096,145.0843,Southern Metropolitan,10969.0
Bentleigh East,370 McKinnon Rd,2,h,1630000.0,S,C21,25/02/2017,13.9,3165.0,2.0,1.0,2.0,724.0,,,Glen Eira,-37.9135,145.0557,Southern Metropolitan,10969.0
Bentleigh East,30 Browns Rd,2,u,772500.0,S,Anderson,27/06/2016,13.9,3165.0,2.0,1.0,2.0,318.0,,,Glen Eira,-37.9218,145.0563,Southern Metropolitan,10969.0
Bentleigh East,3/2 Garden Rd,2,u,715000.0,S,hockingstuart,27/06/2016,13.9,3165.0,2.0,1.0,1.0,194.0,114.0,1995.0,Glen Eira,-37.9107,145.0598,Southern Metropolitan,10969.0
Bentleigh East,41 Wards Gr,2,h,1180000.0,S,Buxton,27/06/2016,13.9,3165.0,2.0,1.0,1.0,687.0,,,Glen Eira,-37.9234,145.0616,Southern Metropolitan,10969.0
Bentleigh East,1/811 Centre Rd,2,h,710000.0,S,Buxton,27/11/2016,13.9,3165.0,2.0,1.0,1.0,0.0,115.0,1950.0,Glen Eira,-37.9212,145.0606,Southern Metropolitan,10969.0
Bentleigh East,25 Anarth St,2,h,640000.0,PI,hockingstuart,30/07/2016,13.9,3165.0,2.0,2.0,2.0,298.0,118.0,2005.0,Glen Eira,-37.908,145.0716,Southern Metropolitan,10969.0
Bentleigh East,115 Bignell Rd,2,h,1160000.0,S,Buxton,30/07/2016,13.9,3165.0,2.0,1.0,2.0,750.0,,,Glen Eira,-37.9325,145.0694,Southern Metropolitan,10969.0
Box Hill,6/29 Barkly St,2,u,645000.0,S,McGrath,4/03/2017,13.1,3128.0,2.0,1.0,1.0,140.0,81.0,1965.0,Whitehorse,-37.8271,145.1299,Eastern Metropolitan,4605.0
Box Hill,1/1 Cherryhinton St,2,u,790000.0,S,Noel,4/03/2017,13.1,3128.0,2.0,1.0,1.0,195.0,,,Whitehorse,-37.826,145.129,Eastern Metropolitan,4605.0
Box Hill,31/41 Harrow St,2,u,465000.0,S,Ray,13/08/2016,13.1,3128.0,2.0,2.0,1.0,0.0,65.0,2010.0,Whitehorse,-37.8216,145.127,Eastern Metropolitan,4605.0
Box Hill,126 Carrington Rd,2,u,616000.0,S,Philip,16/07/2016,13.1,3128.0,3.0,1.0,1.0,155.0,,,Whitehorse,-37.8193,145.1149,Eastern Metropolitan,4605.0
Box Hill,2/20 Simpsons Rd,2,u,761000.0,S,Marshall,18/06/2016,13.1,3128.0,2.0,2.0,1.0,176.0,,2000.0,Whitehorse,-37.8171,145.1343,Eastern Metropolitan,4605.0
Box Hill,3/8 Ashted Rd,2,u,636000.0,S,Philip,19/11/2016,13.1,3128.0,2.0,1.0,1.0,151.0,82.0,1970.0,Whitehorse,-37.8234,145.1235,Eastern Metropolitan,4605.0
Box Hill,3/5 Kent Rd,2,u,400000.0,VB,Ray,23/04/2016,13.1,3128.0,2.0,1.0,1.0,0.0,,,Whitehorse,-37.8248,145.1215,Eastern Metropolitan,4605.0
Box Hill,2/30 Barkly St,2,u,560000.0,S,Stockdale,28/08/2016,13.1,3128.0,2.0,1.0,1.0,153.0,,1970.0,Whitehorse,-37.8269,145.1305,Eastern Metropolitan,4605.0
Box Hill,1/14 Alexander St,2,u,420000.0,VB,Jellis,30/07/2016,13.1,3128.0,2.0,1.0,1.0,0.0,,1970.0,Whitehorse,-37.8253,145.1205,Eastern Metropolitan,4605.0
Braybrook,25 Lily St,2,h,645000.0,S,Barry,3/09/2016,10.8,3019.0,2.0,1.0,1.0,566.0,75.0,1950.0,Maribyrnong,-37.7839,144.8524,Western Metropolitan,3589.0
Braybrook,144 Duke St,2,h,868000.0,S,Bells,7/11/2016,10.8,3019.0,2.0,1.0,4.0,749.0,77.0,1950.0,Maribyrnong,-37.7814,144.847,Western Metropolitan,3589.0
Braybrook,1 Menzies St,2,h,670000.0,S,Douglas,13/08/2016,10.8,3019.0,2.0,1.0,2.0,551.0,,,Maribyrnong,-37.7825,144.8545,Western Metropolitan,3589.0
Braybrook,160 Duke St,2,h,826000.0,S,Sweeney,16/07/2016,10.8,3019.0,2.0,1.0,2.0,667.0,,1950.0,Maribyrnong,-37.7799,144.8473,Western Metropolitan,3589.0
Braybrook,1 Arthur St,2,h,660000.0,S,Barry,19/11/2016,10.8,3019.0,2.0,1.0,1.0,599.0,,1960.0,Maribyrnong,-37.7908,144.8522,Western Metropolitan,3589.0
Braybrook,11/1 Windsor St,2,t,475000.0,S,Barry,25/02/2017,10.8,3019.0,2.0,1.0,1.0,115.0,104.0,1980.0,Maribyrnong,-37.7948,144.85399999999996,Western Metropolitan,3589.0
Brighton,2/26 Pearson St,2,u,536000.0,SP,Hodges,3/12/2016,11.2,3186.0,2.0,1.0,2.0,0.0,70.0,1970.0,Bayside,-37.9081,145.0043,Southern Metropolitan,10579.0
Brighton,1/137 Cole St,2,u,1300000.0,S,hockingstuart,4/03/2017,11.2,3186.0,2.0,2.0,1.0,244.0,,2000.0,Bayside,-37.8954,145.0026,Southern Metropolitan,10579.0
Brighton,1/112 Roslyn St,2,u,1300000.0,S,Nick,4/03/2017,11.2,3186.0,2.0,2.0,2.0,329.0,132.0,1940.0,Bayside,-37.9172,145.004,Southern Metropolitan,10579.0
Brighton,3/78 William St,2,u,800000.0,S,Hodges,4/06/2016,11.2,3186.0,2.0,1.0,1.0,90.0,74.0,1960.0,Bayside,-37.9122,145.0038,Southern Metropolitan,10579.0
Brighton,4/149 Church St,2,u,892500.0,S,Nick,7/05/2016,11.2,3186.0,2.0,1.0,2.0,232.0,92.0,1970.0,Bayside,-37.9157,144.9973,Southern Metropolitan,10579.0
Brighton,2 View Ct,2,h,1910000.0,S,Hodges,7/05/2016,11.2,3186.0,2.0,2.0,4.0,696.0,,,Bayside,-37.9249,144.9903,Southern Metropolitan,10579.0
Brighton,105/103 Bay St,2,u,620000.0,S,Gary,7/11/2016,11.2,3186.0,2.0,2.0,1.0,0.0,74.0,2013.0,Bayside,-37.9042,144.9954,Southern Metropolitan,10579.0
Brighton,30a Rooding St,2,u,985000.0,PI,Marshall,7/11/2016,11.2,3186.0,2.0,1.0,1.0,611.0,,,Bayside,-37.9039,145.0009,Southern Metropolitan,10579.0
Brighton,5 Davie La,2,h,502000.0,S,Hodges,8/10/2016,11.2,3186.0,2.0,2.0,0.0,116.0,,,Bayside,-37.9252,145.0004,Southern Metropolitan,10579.0
Brighton,1/17 Tennyson St,2,u,700000.0,PI,RT,8/10/2016,11.2,3186.0,2.0,1.0,1.0,0.0,,1952.0,Bayside,-37.9225,144.9891,Southern Metropolitan,10579.0
Brighton,2/42 Grosvenor St,2,u,590000.0,S,J,10/09/2016,11.2,3186.0,2.0,1.0,1.0,0.0,,1950.0,Bayside,-37.9097,144.9914,Southern Metropolitan,10579.0
Brighton,640B Hampton St,2,t,960000.0,S,Hodges,10/12/2016,11.2,3186.0,2.0,1.0,2.0,363.0,,,Bayside,-37.9275,145.0046,Southern Metropolitan,10579.0
Brighton,6/4 Dudley St,2,u,1300000.0,PI,Greg,11/02/2017,11.2,3186.0,2.0,2.0,2.0,0.0,,,Bayside,-37.9012,144.9878,Southern Metropolitan,10579.0
Brighton,1/16 Black St,2,u,1100000.0,S,Buxton,12/11/2016,11.2,3186.0,2.0,1.0,2.0,0.0,85.0,1935.0,Bayside,-37.9131,144.995,Southern Metropolitan,10579.0
Brighton,11a Elm Gr,2,h,1102000.0,S,hockingstuart,12/11/2016,11.2,3186.0,2.0,1.0,2.0,318.0,,,Bayside,-37.9011,145.0011,Southern Metropolitan,10579.0
Brighton,8/42 Grosvenor St,2,u,575000.0,S,Buxton,12/11/2016,11.2,3186.0,2.0,1.0,1.0,0.0,,,Bayside,-37.9097,144.9914,Southern Metropolitan,10579.0
Brighton,28 Loller St,2,h,1570000.0,S,Buxton,12/11/2016,11.2,3186.0,2.0,1.0,0.0,352.0,111.0,1920.0,Bayside,-37.9154,145.001,Southern Metropolitan,10579.0
Brighton,44 William St,2,h,1550000.0,VB,Buxton,12/11/2016,11.2,3186.0,2.0,2.0,2.0,404.0,,,Bayside,-37.9104,145.002,Southern Metropolitan,10579.0
Brighton,1/191 New St,2,u,900000.0,S,Nick,14/05/2016,11.2,3186.0,2.0,2.0,1.0,118.0,,1970.0,Bayside,-37.914,144.9914,Southern Metropolitan,10579.0
Brighton,8/35 Normanby St,2,u,756000.0,S,Buxton,15/10/2016,11.2,3186.0,2.0,1.0,1.0,0.0,80.0,1920.0,Bayside,-37.9112,144.9909,Southern Metropolitan,10579.0
Brighton,2/61 Black St,2,u,800000.0,VB,hockingstuart,16/04/2016,11.2,3186.0,2.0,1.0,1.0,131.0,,,Bayside,-37.9164,145.0002,Southern Metropolitan,10579.0
Brighton,1/12 Burrows St,2,u,905500.0,S,Buxton,16/07/2016,11.2,3186.0,2.0,1.0,1.0,122.0,,,Bayside,-37.9188,144.9942,Southern Metropolitan,10579.0
Brighton,160 New St,2,h,1601000.0,S,RT,17/09/2016,11.2,3186.0,2.0,1.0,1.0,380.0,,1958.0,Bayside,-37.9166,144.9926,Southern Metropolitan,10579.0
Brighton,4/14 Brickwood St,2,u,858000.0,S,Marshall,18/03/2017,11.2,3186.0,2.0,1.0,1.0,107.0,75.0,1950.0,Bayside,-37.8958,144.9982,Southern Metropolitan,10579.0
Brighton,10/32 Loller St,2,u,610000.0,S,RT,22/05/2016,11.2,3186.0,2.0,1.0,1.0,0.0,75.0,2005.0,Bayside,-37.9156,145.0013,Southern Metropolitan,10579.0
Brighton,5/22 Well St,2,u,737000.0,S,Nick,22/05/2016,11.2,3186.0,3.0,1.0,1.0,106.0,,1975.0,Bayside,-37.9159,144.9936,Southern Metropolitan,10579.0
Brighton,33a Durrant St,2,h,1532000.0,S,Hodges,22/08/2016,11.2,3186.0,2.0,1.0,2.0,411.0,165.0,1910.0,Bayside,-37.9095,145.004,Southern Metropolitan,10579.0
